110000,32650
120000,32650
130100,32650
130200,32650
130300,32650
130400,32650
130500,32650
130600,32650
130700,32650
130800,32650
130900,32650
131000,32650
131100,32650
140100,32649
140200,32649
140300,32649
140400,32649
140500,32649
140600,32649
140700,32649
140800,32649
140900,32649
141000,32649
141100,32649
150100,32649
150200,32649
150300,32648
150400,32650
150500,32651
150600,32649
150700,32650
150800,32648
150900,32649
152200,32651
152500,32650
152900,32648
210100,32651
210200,32651
210300,32651
210400,32651
210500,32651
210600,32651
210700,32651
210800,32651
210900,32651
211000,32651
211100,32651
211200,32651
211300,32651
211400,32651
220100,32651
220200,32652
220300,32651
220400,32651
220500,32651
220600,32652
220700,32651
220800,32651
222400,32652
230100,32652
230200,32651
230300,32652
230400,32652
230500,32652
230600,32651
230700,32652
230800,32652
230900,32652
231000,32652
231100,32652
231200,32652
232700,32651
310000,32651
320100,32650
320200,32651
320300,32650
320400,32650
320500,32651
320600,32651
320700,32650
320800,32650
320900,32651
321000,32650
321100,32650
321200,32650
321300,32650
330100,32651
330200,32651
330300,32651
330400,32651
330500,32651
330600,32651
330700,32650
330800,32650
330900,32651
331000,32651
331100,32650
340100,32650
340200,32650
340300,32650
340400,32650
340500,32650
340600,32650
340700,32650
340800,32650
341000,32650
341100,32650
341200,32650
341300,32650
341500,32650
341600,32650
341700,32650
341800,32650
350100,32650
350200,32650
350300,32650
350400,32650
350500,32650
350600,32650
350700,32650
350800,32650
350900,32650
360100,32650
360200,32650
360300,32649
360400,32650
360500,32650
360600,32650
360700,32650
360800,32650
360900,32650
361000,32650
361100,32650
370100,32650
370200,32651
370300,32650
370400,32650
370500,32650
370600,32651
370700,32650
370800,32650
370900,32650
371000,32651
371100,32650
371300,32650
371400,32650
371500,32650
371600,32650
371700,32650
410100,32649
410200,32650
410300,32649
410400,32649
410500,32650
410600,32650
410700,32649
410800,32649
410900,32650
411000,32649
411100,32650
411200,32649
411300,32649
411400,32650
411500,32650
411600,32650
411700,32650
420100,32650
420200,32650
420300,32649
420500,32649
420600,32649
420700,32650
420800,32649
420900,32649
421000,32649
421100,32650
421200,32650
421300,32649
422800,32649
430100,32649
430200,32649
430300,32649
430400,32649
430500,32649
430600,32649
430700,32649
430800,32649
430900,32649
431000,32649
431100,32649
431200,32649
431300,32649
433100,32649
440100,32649
440200,32649
440300,32650
440400,32649
440500,32650
440600,32649
440700,32649
440800,32649
440900,32649
441200,32649
441300,32650
441400,32650
441500,32650
441600,32650
441700,32649
441800,32649
441900,32649
442000,32649
445100,32650
445200,32650
445300,32649
450100,32649
450200,32649
450300,32649
450400,32649
450500,32649
450600,32649
450700,32649
450800,32649
450900,32649
451000,32648
451100,32649
451200,32649
451300,32649
451400,32648
460100,32649
460200,32649
460400,32649
500000,32648
510100,32648
510300,32648
510400,32647
510500,32648
510600,32648
510700,32648
510800,32648
510900,32648
511000,32648
511100,32648
511300,32648
511400,32648
511500,32648
511600,32648
511700,32648
511800,32648
511900,32648
512000,32648
513200,32648
513300,32647
513400,32648
520100,32648
520200,32648
520300,32648
520400,32648
520500,32648
520600,32649
522300,32648
522600,32648
522700,32648
530100,32648
530300,32648
530400,32648
530500,32647
530600,32648
530700,32647
530800,32647
530900,32647
532300,32647
532500,32648
532600,32648
532800,32647
532900,32647
533100,32647
533300,32647
533400,32647
540100,32646
540200,32645
540300,32647
540400,32646
540500,32646
540600,32646
542500,32644
610100,32649
610200,32649
610300,32648
610400,32649
610500,32649
610600,32649
610700,32648
610800,32649
610900,32649
611000,32649
620100,32648
620200,32647
620300,32648
620400,32648
620500,32648
620600,32648
620700,32647
620800,32648
620900,32647
621000,32648
621100,32648
621200,32648
622900,32648
623000,32648
630100,32647
630200,32648
632200,32647
632300,32648
632500,32647
632600,32647
632700,32647
632800,32647
640100,32648
640200,32648
640300,32648
640400,32648
640500,32648
650100,32645
650200,32645
650400,32645
650500,32646
652300,32645
652700,32644
652800,32645
652900,32644
653000,32643
653100,32643
653200,32644
654000,32644
654200,32644
654300,32645
